Log file open, 12/11/22 18:47:48
[2022.12.11-17.47.51:352][  0]LogMaterial: Display: Missing cached shadermap for WorldGridMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 7E565FCE1F8ED85DC7CB8F272B7F5BA8991556E2), compiling. Is special engine material.
[2022.12.11-17.47.52:149][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2022.12.11-17.47.52:339][  0]LogMaterial: Display: Missing cached shadermap for DefaultDeferredDecalMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: F49BC7B5C9D707803B74B654E06666BDBE49EC8F), compiling. 
[2022.12.11-17.47.52:489][  0]LogMaterial: Display: Missing cached shadermap for DefaultLightFunctionMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 1E9B842674A1CE17A87A4FEE5FD2AD09DFEA0846), compiling. 
[2022.12.11-17.49.42:829][  0]LogMaterial: Display: Missing cached shadermap for DefaultPostProcessMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: CFC3610076EC7192832A3492D59C1D6C5785B4A5), compiling. 
[2022.12.11-17.49.43:777][  0]LogTurnkeySupport: Turnkey Device: Win64@SSAIYAJIN57: (Name=SSAIYAJIN57, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2022.12.11-17.49.44:230][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2022.12.11-17.49.44:230][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2022.12.11-17.49.44:230][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2022.12.11-17.49.44:230][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2022.12.11-17.49.44:230][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2022.12.11-17.49.44:240][  0]LogStaticMesh: Display: Building static mesh PlanarReflectionPlane...
[2022.12.11-17.49.44:259][  0]LogStaticMesh: Built static mesh [0.02s] /Engine/EditorMeshes/PlanarReflectionPlane.PlanarReflectionPlane
[2022.12.11-17.49.44:332][  0]LogNetVersion: Wreck 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2249889247)
[2022.12.11-17.49.44:451][  0]LogStaticMesh: Display: Building static mesh SM_CineCam...
[2022.12.11-17.49.44:546][  0]LogStaticMesh: Built static mesh [0.10s] /Engine/EditorMeshes/Camera/SM_CineCam.SM_CineCam
[2022.12.11-17.49.44:570][  0]LogStaticMesh: Display: Building static mesh EditorCube...
[2022.12.11-17.49.44:572][  0]LogStaticMesh: Built static mesh [0.00s] /Engine/EditorMeshes/EditorCube.EditorCube
[2022.12.11-17.49.44:581][  0]LogStaticMesh: Display: Building static mesh EditorPlane...
[2022.12.11-17.49.44:582][  0]LogStaticMesh: Built static mesh [0.00s] /Engine/EditorMeshes/EditorPlane.EditorPlane
[2022.12.11-17.49.44:584][  0]LogStaticMesh: Display: Building static mesh EditorCylinder...
[2022.12.11-17.49.44:588][  0]LogStaticMesh: Built static mesh [0.00s] /Engine/EditorMeshes/EditorCylinder.EditorCylinder
[2022.12.11-17.49.44:605][  0]LogStaticMesh: Display: Building static mesh EditorSkySphere...
[2022.12.11-17.49.44:624][  0]LogStaticMesh: Built static mesh [0.02s] /Engine/EditorMeshes/EditorSkySphere.EditorSkySphere
[2022.12.11-17.49.44:704][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2022.12.11-17.49.44:704][  0]LogUObjectAllocator: 5786176 out of 0 bytes used by permanent object pool.
[2022.12.11-17.49.44:704][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2022.12.11-17.49.44:732][  0]LogSlate: Border
[2022.12.11-17.49.44:732][  0]LogSlate: BreadcrumbButton
[2022.12.11-17.49.44:732][  0]LogSlate: Brushes.Title
[2022.12.11-17.49.44:732][  0]LogSlate: Default
[2022.12.11-17.49.44:732][  0]LogSlate: Icons.Save
[2022.12.11-17.49.44:732][  0]LogSlate: Icons.Toolbar.Settings
[2022.12.11-17.49.44:732][  0]LogSlate: ListView
[2022.12.11-17.49.44:732][  0]LogSlate: SoftwareCursor_CardinalCross
[2022.12.11-17.49.44:732][  0]LogSlate: SoftwareCursor_Grab
[2022.12.11-17.49.44:732][  0]LogSlate: TableView.DarkRow
[2022.12.11-17.49.44:732][  0]LogSlate: TableView.Row
[2022.12.11-17.49.44:732][  0]LogSlate: TreeView
[2022.12.11-17.49.45:148][  0]LogPython: Using Python 3.9.7
[2022.12.11-17.49.45:838][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: F54D739E46BC75080AFF8092D89DA974 | Instance: 070CEA684177B080F2380CAA9E0928E7 (SSAIYAJIN57-17584).
[2022.12.11-17.49.45:898][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2022.12.11-17.49.45:904][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2022.12.11-17.49.45:908][  0]LogUdpMessaging: Display: Added local interface '192.168.178.160' to multicast group '230.0.0.1:6666'
[2022.12.11-17.49.46:138][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2022.12.11-17.49.46:155][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2022.12.11-17.49.46:512][  0]LogOpenImageDenoise: OIDN starting up
[2022.12.11-17.49.46:622][  0]SourceControl: Source control is disabled
[2022.12.11-17.49.46:627][  0]SourceControl: Source control is disabled
[2022.12.11-17.49.46:640][  0]SourceControl: Source control is disabled
[2022.12.11-17.49.46:648][  0]LogUProjectInfo: Found projects:
[2022.12.11-17.49.46:654][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.11-17.49.46:655][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.11-17.49.46:655][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.11-17.49.46:938][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2022.12.11-17.49.46:967][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2022.12.11-17.49.46:967][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2022.12.11-17.49.47:036][  0]LogCollectionManager: Loaded 0 collections in 0.000707 seconds
[2022.12.11-17.49.47:038][  0]LogFileCache: Scanning file cache for directory 'D:/Unreal-Projects/Wreck/Saved/Collections/' took 0.00s
[2022.12.11-17.49.47:040][  0]LogFileCache: Scanning file cache for directory 'D:/Unreal-Projects/Wreck/Content/Developers/nihar/Collections/' took 0.00s
[2022.12.11-17.49.47:041][  0]LogFileCache: Scanning file cache for directory 'D:/Unreal-Projects/Wreck/Content/Collections/' took 0.00s
[2022.12.11-17.49.47:392][  0]LogEngine: Initializing Engine...
[2022.12.11-17.49.47:398][  0]LogStylusInput: Initializing StylusInput subsystem.
[2022.12.11-17.49.47:400][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2022.12.11-17.49.47:401][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 659A670D7B11155B33FE0FA74538AE00DC88D168), compiling. Is special engine material.
[2022.12.11-17.49.47:405][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 4ABC2C9B617E4C5A1CA054C0D5DCCB7323F80FAD), compiling. Is special engine material.
[2022.12.11-17.49.47:408][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 20B27FE1E4D6668032DE64CE896209668496D669), compiling. Is special engine material.
[2022.12.11-17.49.47:411][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 12689C2CC98FF07D2F2171D168A44FFE5FCD93F7), compiling. Is special engine material.
[2022.12.11-17.49.47:414][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: CA9635B74B6E5CE85B8A89CDC051075CCABCA393), compiling. Is special engine material.
[2022.12.11-17.49.47:416][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: EDE48AA4156A5667C76AFB7EAA77569B323E8CBE), compiling. Is special engine material.
[2022.12.11-17.49.47:491][  0]LogInit: Initializing FReadOnlyCVARCache
[2022.12.11-17.49.47:507][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.11-17.49.47:526][  0]LogAIModule: Creating AISystem for world Untitled
[2022.12.11-17.49.47:527][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2022.12.11-17.49.47:527][  0]LogInit: Texture streaming: Enabled
[2022.12.11-17.49.47:554][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2022.12.11-17.49.47:565][  0]LogAudio: Display: Initializing Audio Device Manager...
[2022.12.11-17.49.47:583][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2022.12.11-17.49.47:583][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2022.12.11-17.49.47:585][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2022.12.11-17.49.47:586][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2022.12.11-17.49.47:586][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2022.12.11-17.49.47:586][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2022.12.11-17.49.47:586][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2022.12.11-17.49.47:586][  0]LogAudio: Display: Audio Device Manager Initialized
[2022.12.11-17.49.47:586][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.11-17.49.47:586][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.11-17.49.47:586][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.11-17.49.47:586][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.11-17.49.47:586][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.11-17.49.47:586][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.11-17.49.47:593][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.11-17.49.47:810][  0]LogAudioMixer: Display: Using Audio Hardware Device Headphones (WH-CH510)
[2022.12.11-17.49.47:810][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.11-17.49.47:812][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.11-17.49.47:812][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.11-17.49.47:814][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2022.12.11-17.49.47:814][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2022.12.11-17.49.47:815][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2022.12.11-17.49.47:815][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2022.12.11-17.49.47:815][  0]LogInit: FAudioDevice initialized.
[2022.12.11-17.49.47:816][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2022.12.11-17.49.47:830][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2022.12.11-17.49.47:838][  0]LogLiveCoding: Display: Starting LiveCoding
[2022.12.11-17.49.47:838][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2022.12.11-17.49.47:840][  0]LogLiveCoding: Display: First instance in process group "UE_Wreck_0xdf525b22", spawning console
[2022.12.11-17.49.47:863][  0]LogLiveCoding: Display: Waiting for server
[2022.12.11-17.49.48:154][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2022.12.11-17.49.48:179][  0]LogInit: Transaction tracking system initialized
[2022.12.11-17.49.48:209][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2022.12.11-17.49.48:210][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.001746 seconds (Found 115 uncontrolled assets)
[2022.12.11-17.49.48:244][  0]BlueprintLog: New page: Editor Load
[2022.12.11-17.49.48:385][  0]LocalizationService: Localization service is disabled
[2022.12.11-17.49.48:416][  0]TimingProfiler: Initialize
[2022.12.11-17.49.48:416][  0]TimingProfiler: OnSessionChanged
[2022.12.11-17.49.48:416][  0]LoadingProfiler: Initialize
[2022.12.11-17.49.48:416][  0]LoadingProfiler: OnSessionChanged
[2022.12.11-17.49.48:416][  0]NetworkingProfiler: Initialize
[2022.12.11-17.49.48:416][  0]NetworkingProfiler: OnSessionChanged
[2022.12.11-17.49.48:416][  0]MemoryProfiler: Initialize
[2022.12.11-17.49.48:416][  0]MemoryProfiler: OnSessionChanged
[2022.12.11-17.49.48:566][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.11-17.49.48:567][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.11-17.49.48:568][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2022.12.11-17.49.48:672][  0]LogFileCache: Scanning file cache for directory 'D:/Unreal-Projects/Wreck/Content/' took 0.00s
[2022.12.11-17.49.48:752][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2022.12.11-17.49.48:823][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2022.12.11-17.49.49:023][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2022.12.11-17.49.49:025][  0]SourceControl: Source control is disabled
[2022.12.11-17.49.49:025][  0]LogUnrealEdMisc: Loading editor; pre map load, took 121.222
[2022.12.11-17.49.49:025][  0]Cmd: MAP LOAD FILE="../../../../../Unreal-Projects/Wreck/Content/Main.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.11-17.49.49:025][  0]LightingResults: New page: Lighting Build
[2022.12.11-17.49.49:030][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2022.12.11-17.49.49:030][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.11-17.49.49:030][  0]MapCheck: New page: Map Check
[2022.12.11-17.49.49:030][  0]LightingResults: New page: Lighting Build
[2022.12.11-17.49.49:036][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.11-17.49.49:039][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.56ms
[2022.12.11-17.49.49:046][  0]LogLinker: Warning: [AssetLog] D:\Unreal-Projects\Wreck\Content\Main.umap: Failed to load '/Game/Main_BuiltData': Can't find file.
[2022.12.11-17.49.49:046][  0]LogLinker: Warning: [AssetLog] D:\Unreal-Projects\Wreck\Content\Main.umap: VerifyImport: Failed to load package for import object 'Package /Game/Main_BuiltData'
[2022.12.11-17.49.49:108][  0]LogStaticMesh: Display: Building static mesh SM_Rack01...
[2022.12.11-17.49.49:111][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Main'.
[2022.12.11-17.49.49:112][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.11-17.49.49:112][  0]LogAIModule: Creating AISystem for world Main
[2022.12.11-17.49.49:115][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.11-17.49.49:122][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.47ms
[2022.12.11-17.49.49:122][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.11-17.49.49:122][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0,159ms to complete.
[2022.12.11-17.49.49:123][  0]LogFileHelpers: Loading map 'Main' took 0.097
[2022.12.11-17.49.49:132][  0]LogUnrealEdMisc: Total Editor Startup Time, took 121.329
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: ================================================
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Total job queries 1183, among them cache hits 0 (0.00%)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Tracking 1183 distinct input hashes that result in 721 distinct outputs (60.95%)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: RAM used: 6.06 MB (0.01 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.74%
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Shaders Compiled: 1183
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Jobs assigned 1183, completed 1183 (100.00%)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Average time worker was idle: 0.02 s
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Time job spent in pending queue: average 60.42 s, longest 109.88 s
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Job execution time: average 7.32 s, max 26.05 s
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Job life time (pending + execution): average 67.74 s, max 110.39
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 111.71 s
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Jobs were issued in 137 batches (only local compilation was used), average 8.64 jobs/batch
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Average processing rate: 10.59 jobs/sec
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Total thread time: 744.77 s
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Total thread preprocess time: 35.68 s
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Percentage time preprocessing: 4.79%
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Effective parallelization: 6.67 (times faster than compiling all shaders on one thread). Compare with number of workers: 8
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                               FHWRasterizeMS (compiled   20 times, average 1.15 sec, max 2.92 sec, min 0.55 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                           FLumenCardPS<true> (compiled    1 times, average 1.14 sec, max 1.14 sec, min 1.14 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                                  FVelocityPS (compiled    1 times, average 1.11 sec, max 1.11 sec, min 1.11 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                        FMicropolyRasterizeCS (compiled   56 times, average 0.93 sec, max 1.51 sec, min 0.45 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: TShadowDepthVSVertexShadowDepth_OnePassPointLightPositionOnly (compiled    4 times, average 0.91 sec, max 0.97 sec, min 0.85 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:   FLumenDirectLightingNonRayTracedShadowsWithLightFunctionCS - 11.23% of total time (compiled  120 times, average 0.70 sec, max 1.10 sec, min 0.47 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                        FMicropolyRasterizeCS - 6.99% of total time (compiled   56 times, average 0.93 sec, max 1.51 sec, min 0.45 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                               FHWRasterizePS - 6.20% of total time (compiled   56 times, average 0.82 sec, max 2.85 sec, min 0.27 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                               FHWRasterizeMS - 3.09% of total time (compiled   20 times, average 1.15 sec, max 2.92 sec, min 0.55 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display:                                 FTranslucentLightingInjectPS - 2.73% of total time (compiled   32 times, average 0.63 sec, max 2.52 sec, min 0.35 sec)
[2022.12.11-17.49.49:132][  0]LogShaderCompilers: Display: ================================================
[2022.12.11-17.49.49:196][  0]LogStaticMesh: Built static mesh [0.09s] /Game/IndustryPropsPack6/Meshes/SM_Rack01.SM_Rack01
[2022.12.11-17.49.49:199][  0]LogStaticMesh: Display: Building static mesh SM_Rack01...
[2022.12.11-17.49.49:249][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.11-17.49.49:254][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.11-17.49.49:260][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.11-17.49.49:265][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.11-17.49.49:280][  0]LogStaticMesh: Built static mesh [0.08s] /Game/IndustryPropsPack6/Meshes/SM_Rack01.SM_Rack01
[2022.12.11-17.49.49:316][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2022.12.11-17.49.49:316][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2022.12.11-17.49.49:316][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2022.12.11-17.49.49:317][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2022.12.11-17.49.49:318][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2022.12.11-17.49.49:319][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2022.12.11-17.49.49:319][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2022.12.11-17.49.49:319][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2022.12.11-17.49.49:320][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2022.12.11-17.49.49:320][  0]LogPakFile: Display: Mounted Pak file 'D:/Unreal Engine/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2022.12.11-17.49.49:772][  0]LogDerivedDataCache: C:/Users/nihar/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:00.084 and deleted 0 files with total size 0 MiB. Scanned 743 files in 740 folders with total size 12 MiB.
[2022.12.11-17.49.50:020][  0]LogStall: Startup...
[2022.12.11-17.49.50:024][  0]LogStall: Startup complete.
[2022.12.11-17.49.50:039][  0]LogLoad: (Engine Initialization) Total time: 122.24 seconds
[2022.12.11-17.49.50:039][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2022.12.11-17.49.50:153][  0]LogAssetRegistry: Asset discovery search completed in 119.3186 seconds
[2022.12.11-17.49.50:165][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000010 seconds (updated 0 objects)
[2022.12.11-17.49.50:364][  0]LogContentStreaming: Texture pool size now 1000 MB
[2022.12.11-17.49.50:416][  0]LogSlate: Took 0.000560 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2022.12.11-17.49.50:422][  0]LogSlate: Took 0.000414 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.11-17.49.50:423][  0]LogSlate: Took 0.000296 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2022.12.11-17.49.50:461][  0]LogViewport: Scene viewport resized to 1525x879, mode Windowed.
[2022.12.11-17.49.50:539][  0]LogD3D12RHI: Warning: Waited for PSO creation for 100.000000ms
[2022.12.11-17.49.50:639][  0]LogD3D12RHI: Warning: Waited for PSO creation for 200.000000ms
[2022.12.11-17.49.50:818][  0]LogSlate: Took 0.000263 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2022.12.11-17.49.51:740][  2]LogMeshUtilities: Finished distance field build in 1.3s - 126x126x7 sparse distance field, 0.2Mb total, 0.0Mb always loaded, 100% occupied, 682 triangles, PlanarReflectionPlane
[2022.12.11-17.49.53:112][  2]LogMeshUtilities: Finished distance field build in 1.1s - 126x126x126 sparse distance field, 1.9Mb total, 0.1Mb always loaded, 52% occupied, 1322 triangles, EditorSkySphere
[2022.12.11-17.49.53:881][  5]LogDerivedDataCache: C:/Users/nihar/AppData/Local/UnrealEngine/Common/DerivedDataCache: Move collision when writing file C:/Users/nihar/AppData/Local/UnrealEngine/Common/DerivedDataCache/Buckets/LegacyCARD/aa/98/678be70f2881d10f04b89c7ee778f9511125.udd from '/Game/IndustryPropsPack6/Meshes/SM_Rack01.SM_Rack01'.
[2022.12.11-17.50.30:950][721]LogSlate: Window 'Project Settings' being destroyed
[2022.12.11-17.50.30:957][721]LogSlate: Window 'Project Settings' being destroyed
[2022.12.11-17.50.35:901][269]LogViewport: Scene viewport resized to 1526x879, mode Windowed.
[2022.12.11-17.50.35:967][269]LogViewport: Scene viewport resized to 1590x879, mode Windowed.
[2022.12.11-17.50.36:069][269]LogViewport: Scene viewport resized to 1694x879, mode Windowed.
[2022.12.11-17.50.36:179][269]LogViewport: Scene viewport resized to 1792x879, mode Windowed.
[2022.12.11-17.50.36:300][269]LogViewport: Scene viewport resized to 1843x879, mode Windowed.
[2022.12.11-17.50.36:410][269]LogViewport: Scene viewport resized to 1852x879, mode Windowed.
[2022.12.11-17.50.36:530][269]LogViewport: Scene viewport resized to 1853x879, mode Windowed.
[2022.12.11-17.50.38:344][362]LogViewport: Scene viewport resized to 2032x1161, mode Windowed.
[2022.12.11-17.50.59:999][532]LogViewport: Scene viewport resized to 1853x879, mode Windowed.
[2022.12.11-17.51.01:097][532]LogViewport: Scene viewport resized to 1235x586, mode Windowed.
[2022.12.11-17.51.02:168][532]LogViewport: Scene viewport resized to 2038x1254, mode Windowed.
